"Key","Title","Description","Municipality","DetailRegionCode"
"BU18920415","Zuidplas Dalen","Buurt 'Zuidplas Dalen' (BU18920415) is een buurt in wijk 'Nieuwerkerk aan den IJssel wijk 04' in de gemeente 'Zuidplas'.","GM1892","BU18920415"
"BU18920416","Dorrestein-Zuid","Buurt 'Dorrestein-Zuid' (BU18920416) is een buurt in wijk 'Nieuwerkerk aan den IJssel wijk 04' in de gemeente 'Zuidplas'.","GM1892","BU18920416"
"BU18920491","Verspreide bebouwing Zuidplaspolder Nieu","Buurt 'Verspreide bebouwing Zuidplaspolder Nieuwerkerk aan den IJss' (BU18920491) is een buurt in wijk 'Nieuwerkerk aan den IJssel wijk 04' in de gemeente 'Zuidplas'.","GM1892","BU18920491"
"BU18920492","Verspreide bebouwing Essepolder","Buurt 'Verspreide bebouwing Essepolder' (BU18920492) is een buurt in wijk 'Nieuwerkerk aan den IJssel wijk 04' in de gemeente 'Zuidplas'.","GM1892","BU18920492"
"BU18920493","Verspreide bebouwing Achter Esse","Buurt 'Verspreide bebouwing Achter Esse' (BU18920493) is een buurt in wijk 'Nieuwerkerk aan den IJssel wijk 04' in de gemeente 'Zuidplas'.","GM1892","BU18920493"
"GM0879    ","Zundert","Gemeente 'Zundert' (GM0879)","GM0879","GM0879"
"WK087900  ","Wijk 00 Zundert","Wijk 'Wijk 00 Zundert' (WK087900) is een wijk in de gemeente 'Zundert'.","GM0879","WK087900"
"BU08790000","Zundert","Buurt 'Zundert' (BU08790000) is een buurt in wijk 'Wijk 00 Zundert' in de gemeente 'Zundert'.","GM0879","BU08790000"
"BU08790009","Verspreide huizen Zundert","Buurt 'Verspreide huizen Zundert' (BU08790009) is een buurt in wijk 'Wijk 00 Zundert' in de gemeente 'Zundert'.","GM0879","BU08790009"
"WK087901  ","Wijk 01 Klein - Zundert","Wijk 'Wijk 01 Klein - Zundert' (WK087901) is een wijk in de gemeente 'Zundert'.","GM0879","WK087901"
"BU08790100","Klein-Zundert","Buurt 'Klein-Zundert' (BU08790100) is een buurt in wijk 'Wijk 01 Klein - Zundert' in de gemeente 'Zundert'.","GM0879","BU08790100"
"BU08790109","Verspreide huizen Klein-Zundert","Buurt 'Verspreide huizen Klein-Zundert' (BU08790109) is een buurt in wijk 'Wijk 01 Klein - Zundert' in de gemeente 'Zundert'.","GM0879","BU08790109"
"WK087902  ","Wijk 02 Wernhout","Wijk 'Wijk 02 Wernhout' (WK087902) is een wijk in de gemeente 'Zundert'.","GM0879","WK087902"
"BU08790200","Wernhout","Buurt 'Wernhout' (BU08790200) is een buurt in wijk 'Wijk 02 Wernhout' in de gemeente 'Zundert'.","GM0879","BU08790200"
"BU08790209","Verspreide huizen Wernhout","Buurt 'Verspreide huizen Wernhout' (BU08790209) is een buurt in wijk 'Wijk 02 Wernhout' in de gemeente 'Zundert'.","GM0879","BU08790209"
"WK087903  ","Wijk 03 Achtmaal","Wijk 'Wijk 03 Achtmaal' (WK087903) is een wijk in de gemeente 'Zundert'.","GM0879","WK087903"
"BU08790300","Achtmaal","Buurt 'Achtmaal' (BU08790300) is een buurt in wijk 'Wijk 03 Achtmaal' in de gemeente 'Zundert'.","GM0879","BU08790300"
"BU08790309","Verspreide huizen Achtmaal","Buurt 'Verspreide huizen Achtmaal' (BU08790309) is een buurt in wijk 'Wijk 03 Achtmaal' in de gemeente 'Zundert'.","GM0879","BU08790309"
"WK087904  ","Wijk 04 Rijsbergen","Wijk 'Wijk 04 Rijsbergen' (WK087904) is een wijk in de gemeente 'Zundert'.","GM0879","WK087904"
"BU08790400","Rijsbergen","Buurt 'Rijsbergen' (BU08790400) is een buurt in wijk 'Wijk 04 Rijsbergen' in de gemeente 'Zundert'.","GM0879","BU08790400"
"BU08790408","Verspreide huizen in het Oosten","Buurt 'Verspreide huizen in het Oosten' (BU08790408) is een buurt in wijk 'Wijk 04 Rijsbergen' in de gemeente 'Zundert'.","GM0879","BU08790408"
"BU08790409","Verspreide huizen in het Westen","Buurt 'Verspreide huizen in het Westen' (BU08790409) is een buurt in wijk 'Wijk 04 Rijsbergen' in de gemeente 'Zundert'.","GM0879","BU08790409"
"GM0301    ","Zutphen","Gemeente 'Zutphen' (GM0301)","GM0301","GM0301"
"WK030100  ","Wijk 00 Centrum - De Hoven","Wijk 'Wijk 00 Centrum - De Hoven' (WK030100) is een wijk in de gemeente 'Zutphen'.","GM0301","WK030100"
"BU03010000","Stadskern","Buurt 'Stadskern' (BU03010000) is een buurt in wijk 'Wijk 00 Centrum - De Hoven' in de gemeente 'Zutphen'.","GM0301","BU03010000"
"BU03010001","Laarstraat en omgeving","Buurt 'Laarstraat en omgeving' (BU03010001) is een buurt in wijk 'Wijk 00 Centrum - De Hoven' in de gemeente 'Zutphen'.","GM0301","BU03010001"
"BU03010002","Marswegkwartier","Buurt 'Marswegkwartier' (BU03010002) is een buurt in wijk 'Wijk 00 Centrum - De Hoven' in de gemeente 'Zutphen'.","GM0301","BU03010002"
"BU03010003","Nieuwstad en Coehoornsingel","Buurt 'Nieuwstad en Coehoornsingel' (BU03010003) is een buurt in wijk 'Wijk 00 Centrum - De Hoven' in de gemeente 'Zutphen'.","GM0301","BU03010003"
"BU03010004","De Hoven","Buurt 'De Hoven' (BU03010004) is een buurt in wijk 'Wijk 00 Centrum - De Hoven' in de gemeente 'Zutphen'.","GM0301","BU03010004"
"WK030101  ","Wijk 01 Waterkwartier","Wijk 'Wijk 01 Waterkwartier' (WK030101) is een wijk in de gemeente 'Zutphen'.","GM0301","WK030101"
"BU03010100","Vijver en omgeving","Buurt 'Vijver en omgeving' (BU03010100) is een buurt in wijk 'Wijk 01 Waterkwartier' in de gemeente 'Zutphen'.","GM0301","BU03010100"
"BU03010101","Zeeheldenbuurt","Buurt 'Zeeheldenbuurt' (BU03010101) is een buurt in wijk 'Wijk 01 Waterkwartier' in de gemeente 'Zutphen'.","GM0301","BU03010101"
"BU03010102","Helbergen","Buurt 'Helbergen' (BU03010102) is een buurt in wijk 'Wijk 01 Waterkwartier' in de gemeente 'Zutphen'.","GM0301","BU03010102"
"BU03010103","Warnsveldsewegkwartier-Zuid","Buurt 'Warnsveldsewegkwartier-Zuid' (BU03010103) is een buurt in wijk 'Wijk 01 Waterkwartier' in de gemeente 'Zutphen'.","GM0301","BU03010103"
"BU03010104","Warnsveldsewegkwartier-Noord","Buurt 'Warnsveldsewegkwartier-Noord' (BU03010104) is een buurt in wijk 'Wijk 01 Waterkwartier' in de gemeente 'Zutphen'.","GM0301","BU03010104"
"BU03010105","Staatsliedenbuurt","Buurt 'Staatsliedenbuurt' (BU03010105) is een buurt in wijk 'Wijk 01 Waterkwartier' in de gemeente 'Zutphen'.","GM0301","BU03010105"
"BU03010106","Pagemate en omgeving","Buurt 'Pagemate en omgeving' (BU03010106) is een buurt in wijk 'Wijk 01 Waterkwartier' in de gemeente 'Zutphen'.","GM0301","BU03010106"
"WK030102  ","Wijk 02 Noordveen","Wijk 'Wijk 02 Noordveen' (WK030102) is een wijk in de gemeente 'Zutphen'.","GM0301","WK030102"
"BU03010200","Helleraetplein en omgeving","Buurt 'Helleraetplein en omgeving' (BU03010200) is een buurt in wijk 'Wijk 02 Noordveen' in de gemeente 'Zutphen'.","GM0301","BU03010200"
"BU03010201","Weg naar Laren en omgeving","Buurt 'Weg naar Laren en omgeving' (BU03010201) is een buurt in wijk 'Wijk 02 Noordveen' in de gemeente 'Zutphen'.","GM0301","BU03010201"
"BU03010202","Deventerweg en Polbeek","Buurt 'Deventerweg en Polbeek' (BU03010202) is een buurt in wijk 'Wijk 02 Noordveen' in de gemeente 'Zutphen'.","GM0301","BU03010202"
"BU03010203","Voorsteralleekwartier","Buurt 'Voorsteralleekwartier' (BU03010203) is een buurt in wijk 'Wijk 02 Noordveen' in de gemeente 'Zutphen'.","GM0301","BU03010203"
"WK030103  ","Wijk 03 Zuidwijken","Wijk 'Wijk 03 Zuidwijken' (WK030103) is een wijk in de gemeente 'Zutphen'.","GM0301","WK030103"
"BU03010300","Moesmate en Tichelkuilen","Buurt 'Moesmate en Tichelkuilen' (BU03010300) is een buurt in wijk 'Wijk 03 Zuidwijken' in de gemeente 'Zutphen'.","GM0301","BU03010300"
"BU03010301","Zwanevlot en De Brink","Buurt 'Zwanevlot en De Brink' (BU03010301) is een buurt in wijk 'Wijk 03 Zuidwijken' in de gemeente 'Zutphen'.","GM0301","BU03010301"
"BU03010302","Braamkamp","Buurt 'Braamkamp' (BU03010302) is een buurt in wijk 'Wijk 03 Zuidwijken' in de gemeente 'Zutphen'.","GM0301","BU03010302"
"BU03010303","Stokebrand, Bagijnenland en Bronsbergen","Buurt 'Stokebrand, Bagijnenland en Bronsbergen' (BU03010303) is een buurt in wijk 'Wijk 03 Zuidwijken' in de gemeente 'Zutphen'.","GM0301","BU03010303"
"BU03010304","Waarden en weerdslag","Buurt 'Waarden en weerdslag' (BU03010304) is een buurt in wijk 'Wijk 03 Zuidwijken' in de gemeente 'Zutphen'.","GM0301","BU03010304"
"WK030104  ","Wijk 04 Leesten","Wijk 'Wijk 04 Leesten' (WK030104) is een wijk in de gemeente 'Zutphen'.","GM0301","WK030104"
"BU03010400","Ooyerhoek","Buurt 'Ooyerhoek' (BU03010400) is een buurt in wijk 'Wijk 04 Leesten' in de gemeente 'Zutphen'.","GM0301","BU03010400"
"BU03010401","De Enk","Buurt 'De Enk' (BU03010401) is een buurt in wijk 'Wijk 04 Leesten' in de gemeente 'Zutphen'.","GM0301","BU03010401"
"BU03010402","Eme en Broek","Buurt 'Eme en Broek' (BU03010402) is een buurt in wijk 'Wijk 04 Leesten' in de gemeente 'Zutphen'.","GM0301","BU03010402"
"BU03010403","Looërenk en Woud","Buurt 'Looërenk en Woud' (BU03010403) is een buurt in wijk 'Wijk 04 Leesten' in de gemeente 'Zutphen'.","GM0301","BU03010403"
"BU03010409","Vespreide huizen Leesten","Buurt 'Vespreide huizen Leesten' (BU03010409) is een buurt in wijk 'Wijk 04 Leesten' in de gemeente 'Zutphen'.","GM0301","BU03010409"
"WK030105  ","Wijk 05 Warnsveld","Wijk 'Wijk 05 Warnsveld' (WK030105) is een wijk in de gemeente 'Zutphen'.","GM0301","WK030105"
"BU03010500","Dorp Warnsveld","Buurt 'Dorp Warnsveld' (BU03010500) is een buurt in wijk 'Wijk 05 Warnsveld' in de gemeente 'Zutphen'.","GM0301","BU03010500"
"BU03010501","Welgelegen","Buurt 'Welgelegen' (BU03010501) is een buurt in wijk 'Wijk 05 Warnsveld' in de gemeente 'Zutphen'.","GM0301","BU03010501"
"BU03010502","Scheperkamp","Buurt 'Scheperkamp' (BU03010502) is een buurt in wijk 'Wijk 05 Warnsveld' in de gemeente 'Zutphen'.","GM0301","BU03010502"
"BU03010503","Overkamp","Buurt 'Overkamp' (BU03010503) is een buurt in wijk 'Wijk 05 Warnsveld' in de gemeente 'Zutphen'.","GM0301","BU03010503"
"BU03010509","Warken","Buurt 'Warken' (BU03010509) is een buurt in wijk 'Wijk 05 Warnsveld' in de gemeente 'Zutphen'.","GM0301","BU03010509"
"GM1896    ","Zwartewaterland","Gemeente 'Zwartewaterland' (GM1896)","GM1896","GM1896"
"WK189600  ","Wijk 00 Genemuiden","Wijk 'Wijk 00 Genemuiden' (WK189600) is een wijk in de gemeente 'Zwartewaterland'.","GM1896","WK189600"
"BU18960000","Genemuiden Kern","Buurt 'Genemuiden Kern' (BU18960000) is een buurt in wijk 'Wijk 00 Genemuiden' in de gemeente 'Zwartewaterland'.","GM1896","BU18960000"
"BU18960001","Genemuiden Noord-Oost","Buurt 'Genemuiden Noord-Oost' (BU18960001) is een buurt in wijk 'Wijk 00 Genemuiden' in de gemeente 'Zwartewaterland'.","GM1896","BU18960001"
"BU18960008","Cellemuiden","Buurt 'Cellemuiden' (BU18960008) is een buurt in wijk 'Wijk 00 Genemuiden' in de gemeente 'Zwartewaterland'.","GM1896","BU18960008"
"BU18960009","Zuiderzeepolder","Buurt 'Zuiderzeepolder' (BU18960009) is een buurt in wijk 'Wijk 00 Genemuiden' in de gemeente 'Zwartewaterland'.","GM1896","BU18960009"
"BU18960010","Genemuiden Industrieterrein","Buurt 'Genemuiden Industrieterrein' (BU18960010) is een buurt in wijk 'Wijk 00 Genemuiden' in de gemeente 'Zwartewaterland'.","GM1896","BU18960010"
"BU18960011","Vogelbuurt","Buurt 'Vogelbuurt' (BU18960011) is een buurt in wijk 'Wijk 00 Genemuiden' in de gemeente 'Zwartewaterland'.","GM1896","BU18960011"
"BU18960012","Achter 't Tag","Buurt 'Achter 't Tag' (BU18960012) is een buurt in wijk 'Wijk 00 Genemuiden' in de gemeente 'Zwartewaterland'.","GM1896","BU18960012"
"BU18960013","Binnenlanden-West","Buurt 'Binnenlanden-West' (BU18960013) is een buurt in wijk 'Wijk 00 Genemuiden' in de gemeente 'Zwartewaterland'.","GM1896","BU18960013"
"BU18960014","Greente","Buurt 'Greente' (BU18960014) is een buurt in wijk 'Wijk 00 Genemuiden' in de gemeente 'Zwartewaterland'.","GM1896","BU18960014"
"WK189601  ","Wijk 01 Kamperzeedijk","Wijk 'Wijk 01 Kamperzeedijk' (WK189601) is een wijk in de gemeente 'Zwartewaterland'.","GM1896","WK189601"
"BU18960100","Kamperzeedijk-Oost","Buurt 'Kamperzeedijk-Oost' (BU18960100) is een buurt in wijk 'Wijk 01 Kamperzeedijk' in de gemeente 'Zwartewaterland'.","GM1896","BU18960100"
"BU18960101","Kamperzeedijk-West","Buurt 'Kamperzeedijk-West' (BU18960101) is een buurt in wijk 'Wijk 01 Kamperzeedijk' in de gemeente 'Zwartewaterland'.","GM1896","BU18960101"
"BU18960108","Landelijk gebied Genemuiden","Buurt 'Landelijk gebied Genemuiden' (BU18960108) is een buurt in wijk 'Wijk 01 Kamperzeedijk' in de gemeente 'Zwartewaterland'.","GM1896","BU18960108"
"BU18960109","Pieperpolder","Buurt 'Pieperpolder' (BU18960109) is een buurt in wijk 'Wijk 01 Kamperzeedijk' in de gemeente 'Zwartewaterland'.","GM1896","BU18960109"
"WK189602  ","Wijk 02 Hasselt","Wijk 'Wijk 02 Hasselt' (WK189602) is een wijk in de gemeente 'Zwartewaterland'.","GM1896","WK189602"
"BU18960200","Hasselt Kern","Buurt 'Hasselt Kern' (BU18960200) is een buurt in wijk 'Wijk 02 Hasselt' in de gemeente 'Zwartewaterland'.","GM1896","BU18960200"
"BU18960201","Hasselt Dedemsvaart-Zuid","Buurt 'Hasselt Dedemsvaart-Zuid' (BU18960201) is een buurt in wijk 'Wijk 02 Hasselt' in de gemeente 'Zwartewaterland'.","GM1896","BU18960201"
"BU18960202","Hasselt Dedemsvaart","Buurt 'Hasselt Dedemsvaart' (BU18960202) is een buurt in wijk 'Wijk 02 Hasselt' in de gemeente 'Zwartewaterland'.","GM1896","BU18960202"
"BU18960203","Hasselt Industrieterrein","Buurt 'Hasselt Industrieterrein' (BU18960203) is een buurt in wijk 'Wijk 02 Hasselt' in de gemeente 'Zwartewaterland'.","GM1896","BU18960203"
"BU18960204","Nadorst","Buurt 'Nadorst' (BU18960204) is een buurt in wijk 'Wijk 02 Hasselt' in de gemeente 'Zwartewaterland'.","GM1896","BU18960204"
"BU18960205","Ter Wee's Hoek","Buurt 'Ter Wee's Hoek' (BU18960205) is een buurt in wijk 'Wijk 02 Hasselt' in de gemeente 'Zwartewaterland'.","GM1896","BU18960205"
"BU18960206","Molenwaard","Buurt 'Molenwaard' (BU18960206) is een buurt in wijk 'Wijk 02 Hasselt' in de gemeente 'Zwartewaterland'.","GM1896","BU18960206"
"BU18960207","Hasselt om de Weede","Buurt 'Hasselt om de Weede' (BU18960207) is een buurt in wijk 'Wijk 02 Hasselt' in de gemeente 'Zwartewaterland'.","GM1896","BU18960207"
"WK189603  ","Wijk 03 Landelijk gebied Hasselt","Wijk 'Wijk 03 Landelijk gebied Hasselt' (WK189603) is een wijk in de gemeente 'Zwartewaterland'.","GM1896","WK189603"
"BU18960307","Genne-Overwaters","Buurt 'Genne-Overwaters' (BU18960307) is een buurt in wijk 'Wijk 03 Landelijk gebied Hasselt' in de gemeente 'Zwartewaterland'.","GM1896","BU18960307"
"BU18960310","Streukel-Holten-Genne","Buurt 'Streukel-Holten-Genne' (BU18960310) is een buurt in wijk 'Wijk 03 Landelijk gebied Hasselt' in de gemeente 'Zwartewaterland'.","GM1896","BU18960310"
"WK189604  ","Wijk 04 Zwartsluis","Wijk 'Wijk 04 Zwartsluis' (WK189604) is een wijk in de gemeente 'Zwartewaterland'.","GM1896","WK189604"
"BU18960400","Zwartsluis Kern","Buurt 'Zwartsluis Kern' (BU18960400) is een buurt in wijk 'Wijk 04 Zwartsluis' in de gemeente 'Zwartewaterland'.","GM1896","BU18960400"
"BU18960402","Buitenkwartier","Buurt 'Buitenkwartier' (BU18960402) is een buurt in wijk 'Wijk 04 Zwartsluis' in de gemeente 'Zwartewaterland'.","GM1896","BU18960402"
"BU18960403","Prinsessenbuurt","Buurt 'Prinsessenbuurt' (BU18960403) is een buurt in wijk 'Wijk 04 Zwartsluis' in de gemeente 'Zwartewaterland'.","GM1896","BU18960403"
"BU18960404","Achter het Singel","Buurt 'Achter het Singel' (BU18960404) is een buurt in wijk 'Wijk 04 Zwartsluis' in de gemeente 'Zwartewaterland'.","GM1896","BU18960404"
"BU18960405","Zomerdijk","Buurt 'Zomerdijk' (BU18960405) is een buurt in wijk 'Wijk 04 Zwartsluis' in de gemeente 'Zwartewaterland'.","GM1896","BU18960405"
"BU18960406","De Nieuwesluis","Buurt 'De Nieuwesluis' (BU18960406) is een buurt in wijk 'Wijk 04 Zwartsluis' in de gemeente 'Zwartewaterland'.","GM1896","BU18960406"
"BU18960407","Zwartsluis Industrieterrein","Buurt 'Zwartsluis Industrieterrein' (BU18960407) is een buurt in wijk 'Wijk 04 Zwartsluis' in de gemeente 'Zwartewaterland'.","GM1896","BU18960407"
"BU18960408","De Velde-Zwartewatersklooster","Buurt 'De Velde-Zwartewatersklooster' (BU18960408) is een buurt in wijk 'Wijk 04 Zwartsluis' in de gemeente 'Zwartewaterland'.","GM1896","BU18960408"
"BU18960409","Landelijk gebied Zwartsluis","Buurt 'Landelijk gebied Zwartsluis' (BU18960409) is een buurt in wijk 'Wijk 04 Zwartsluis' in de gemeente 'Zwartewaterland'.","GM1896","BU18960409"
"BU18960410","Barsbeek","Buurt 'Barsbeek' (BU18960410) is een buurt in wijk 'Wijk 04 Zwartsluis' in de gemeente 'Zwartewaterland'.","GM1896","BU18960410"
"WK189605  ","Wijk 05 Mastenbroek","Wijk 'Wijk 05 Mastenbroek' (WK189605) is een wijk in de gemeente 'Zwartewaterland'.","GM1896","WK189605"
"BU18960500","Mastenbroek","Buurt 'Mastenbroek' (BU18960500) is een buurt in wijk 'Wijk 05 Mastenbroek' in de gemeente 'Zwartewaterland'.","GM1896","BU18960500"
"GM0642    ","Zwijndrecht","Gemeente 'Zwijndrecht' (GM0642)","GM0642","GM0642"
"WK064201  ","Wijk 01 Walburg","Wijk 'Wijk 01 Walburg' (WK064201) is een wijk in de gemeente 'Zwijndrecht'.","GM0642","WK064201"
"BU06420101","Slagveld en Omgeving","Buurt 'Slagveld en Omgeving' (BU06420101) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420101"
"BU06420102","Veerplein - Oostkeetshaven","Buurt 'Veerplein - Oostkeetshaven' (BU06420102) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420102"
"BU06420103","Drinkwaterbedrijf","Buurt 'Drinkwaterbedrijf' (BU06420103) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420103"
"BU06420104","Balkengat","Buurt 'Balkengat' (BU06420104) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420104"
"BU06420105","Noordpark","Buurt 'Noordpark' (BU06420105) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420105"
"BU06420106","Industriegebied Ringdijk","Buurt 'Industriegebied Ringdijk' (BU06420106) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420106"
"BU06420107","Staatsliedenbuurt-Noord","Buurt 'Staatsliedenbuurt-Noord' (BU06420107) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420107"
"BU06420108","Europesebuurt","Buurt 'Europesebuurt' (BU06420108) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420108"
"BU06420109","Staatsliedenbuurt-Zuid","Buurt 'Staatsliedenbuurt-Zuid' (BU06420109) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420109"
"BU06420110","Oud- en Gerbrandyplein","Buurt 'Oud- en Gerbrandyplein' (BU06420110) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420110"
"BU06420111","Winkelcentrum Walburg","Buurt 'Winkelcentrum Walburg' (BU06420111) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420111"
"BU06420112","De Were en omgeving","Buurt 'De Were en omgeving' (BU06420112) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420112"
"BU06420113","Lievershil en omgeving","Buurt 'Lievershil en omgeving' (BU06420113) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420113"
"BU06420114","Eem- en Zonnestein","Buurt 'Eem- en Zonnestein' (BU06420114) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420114"
"BU06420115","Swanendrif-Zuid","Buurt 'Swanendrif-Zuid' (BU06420115) is een buurt in wijk 'Wijk 01 Walburg' in de gemeente 'Zwijndrecht'.","GM0642","BU06420115"
"WK064202  ","Wijk 02 Centrum","Wijk 'Wijk 02 Centrum' (WK064202) is een wijk in de gemeente 'Zwijndrecht'.","GM0642","WK064202"
"BU06420201","Veerplein - De Werf","Buurt 'Veerplein - De Werf' (BU06420201) is een buurt in wijk 'Wijk 02 Centrum' in de gemeente 'Zwijndrecht'.","GM0642","BU06420201"
"BU06420202","Euryza","Buurt 'Euryza' (BU06420202) is een buurt in wijk 'Wijk 02 Centrum' in de gemeente 'Zwijndrecht'.","GM0642","BU06420202"
"BU06420203","Westkeetshaven","Buurt 'Westkeetshaven' (BU06420203) is een buurt in wijk 'Wijk 02 Centrum' in de gemeente 'Zwijndrecht'.","GM0642","BU06420203"
"BU06420204","Brugweg","Buurt 'Brugweg' (BU06420204) is een buurt in wijk 'Wijk 02 Centrum' in de gemeente 'Zwijndrecht'.","GM0642","BU06420204"
"BU06420205","Corridor-Oost","Buurt 'Corridor-Oost' (BU06420205) is een buurt in wijk 'Wijk 02 Centrum' in de gemeente 'Zwijndrecht'.","GM0642","BU06420205"
"BU06420206","Voormalig veilingterrein","Buurt 'Voormalig veilingterrein' (BU06420206) is een buurt in wijk 'Wijk 02 Centrum' in de gemeente 'Zwijndrecht'.","GM0642","BU06420206"
"BU06420207","Burgemeester Doornplein en omgeving","Buurt 'Burgemeester Doornplein en omgeving' (BU06420207) is een buurt in wijk 'Wijk 02 Centrum' in de gemeente 'Zwijndrecht'.","GM0642","BU06420207"
"BU06420208","Prins Bernhardstraat en omgeving","Buurt 'Prins Bernhardstraat en omgeving' (BU06420208) is een buurt in wijk 'Wijk 02 Centrum' in de gemeente 'Zwijndrecht'.","GM0642","BU06420208"
"BU06420209","Juliandorp","Buurt 'Juliandorp' (BU06420209) is een buurt in wijk 'Wijk 02 Centrum' in de gemeente 'Zwijndrecht'.","GM0642","BU06420209"
"WK064203  ","Wijk 03 Noord","Wijk 'Wijk 03 Noord' (WK064203) is een wijk in de gemeente 'Zwijndrecht'.","GM0642","WK064203"
"BU06420301","Industriegebied Develpoort","Buurt 'Industriegebied Develpoort' (BU06420301) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420301"
"BU06420302","Corridor-West","Buurt 'Corridor-West' (BU06420302) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420302"
"BU06420303","Schildersbuurt","Buurt 'Schildersbuurt' (BU06420303) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420303"
"BU06420304","Sterrenbeeldenbuurt","Buurt 'Sterrenbeeldenbuurt' (BU06420304) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420304"
"BU06420305","Planetenbuurt","Buurt 'Planetenbuurt' (BU06420305) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420305"
"BU06420306","Begraafplaats Noord","Buurt 'Begraafplaats Noord' (BU06420306) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420306"
"BU06420307","Officiervliet-Oost","Buurt 'Officiervliet-Oost' (BU06420307) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420307"
"BU06420308","Officiervliet-West","Buurt 'Officiervliet-West' (BU06420308) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420308"
"BU06420309","Ter Steeghe","Buurt 'Ter Steeghe' (BU06420309) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420309"
"BU06420310","Pilotenbuurt","Buurt 'Pilotenbuurt' (BU06420310) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420310"
"BU06420311","Langeraarstraat en omgeving","Buurt 'Langeraarstraat en omgeving' (BU06420311) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420311"
"BU06420312","Hoveniersplein - Griend","Buurt 'Hoveniersplein - Griend' (BU06420312) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420312"
"BU06420313","Prinsessenbuurt","Buurt 'Prinsessenbuurt' (BU06420313) is een buurt in wijk 'Wijk 03 Noord' in de gemeente 'Zwijndrecht'.","GM0642","BU06420313"
"WK064204  ","Wijk 04 Heer Oudelands Ambacht","Wijk 'Wijk 04 Heer Oudelands Ambacht' (WK064204) is een wijk in de gemeente 'Zwijndrecht'.","GM0642","WK064204"
"BU06420401","De Hoge Devel","Buurt 'De Hoge Devel' (BU06420401) is een buurt in wijk 'Wijk 04 Heer Oudelands Ambacht' in de gemeente 'Zwijndrecht'.","GM0642","BU06420401"
"BU06420402","Componistenbuurt-Zuid","Buurt 'Componistenbuurt-Zuid' (BU06420402) is een buurt in wijk 'Wijk 04 Heer Oudelands Ambacht' in de gemeente 'Zwijndrecht'.","GM0642","BU06420402"
"BU06420403","Componistenbuurt-Midden","Buurt 'Componistenbuurt-Midden' (BU06420403) is een buurt in wijk 'Wijk 04 Heer Oudelands Ambacht' in de gemeente 'Zwijndrecht'.","GM0642","BU06420403"
"BU06420404","Componistenbuurt-Noord","Buurt 'Componistenbuurt-Noord' (BU06420404) is een buurt in wijk 'Wijk 04 Heer Oudelands Ambacht' in de gemeente 'Zwijndrecht'.","GM0642","BU06420404"
"BU06420405","Oudeland en Meubelmaker","Buurt 'Oudeland en Meubelmaker' (BU06420405) is een buurt in wijk 'Wijk 04 Heer Oudelands Ambacht' in de gemeente 'Zwijndrecht'.","GM0642","BU06420405"
